E|INVOICE|4|4502183439|20131023|MER551201D48|Merck, S.A. de C.V.|Calle 5|No. 7|Fracc. Ind. Alce Blanco|C.P. 53370|Naucalpan de Juárez|Edo. de Méx.|México|Apdo. Postal 662|C.P. 53001 Naucalpan de Juárez, Edo. de Méx.|Tel. 21-22-16-00|Fax. Depto. Pigmentos 21-22-17-03|Fax Area Farma 55-76-11-28|Export Fax: ++(52 55) 21-22-16-31|Internet:www.merck.com.mx|Carretera México-Querétaro Km 34.5|Col. Rancho San Isidro|Cuatitlán Izcalli|Edo. de México|C.P. 54700|Tels. 3002 5327, 3002 5329, 3002 5330|2200018875|4314794605||D/A 60 days from date of inv.|1.00000|MXN|23:12:52|38|160838.96|CADO|Standard truck deliv|CIP|MX|E|4502183439|
R|0040034750|LOREAL SLP SA. .DE CV|SHANGAI  L208 M-2 107|||LAGUNA DE SAN VICENTE|LAGUNA DE SAN VICENTE|San Luis Potosí|México|79525|LOS110120C59|LOREAL SLP SA. .DE CV|CALLE SHANGAI L-208 M-2 107|||PARQUE IND. LOGISTIK II Km 5.0|LAGUNA DE SAN VICENTE|San Luis Potosí|México|79526||||0054010582|
P|000011|900000170539|Elix  Advantage 5 S.Kit (MX)|||||65817.93|||||||F3KA86001/F3CA43572/F3AA24441/F3HA98525/F3DA66358/F3HA03189/C3JA77974/F3CA69855/F3KA85863/F3HA06193/FR0247310/F170713A/CP2SA4483/FS13A0007/FS13E0006/FS13E0005/F120713C/F120713D/CP3DAPRY1/1229|||1.000|PC|65817.93|10530.86|76348.79|||||Elix  Advantage 5 S.Kit (MX)||||||||
P|000012|5055890001|CORD LINE 115V|||||0.00|||||||F3KA86001/F3CA43572/F3AA24441/F3HA98525/F3DA66358/F3HA03189/C3JA77974/F3CA69855/F3KA85863/F3HA06193/FR0247310/F170713A/CP2SA4483/FS13A0007/FS13E0006/FS13E0005/F120713C/F120713D/CP3DAPRY1/1229|||1.000|PC|FREE OF CHARGE|0.00|0.00|||||CORD LINE 115V||||||||
P|000013|900000055480|HOW TO USE ELIX ADV + QRG (SP)|||||0.00|||||||FR0247310|00000000|1|1.000|PC|FREE OF CHARGE|0.00|0.00|||||HOW TO USE ELIX ADV + QRG (SP)|||||134733123008985,138036173002636,138036173002933,138036173003011,13836173002426,134733123008985,138036173002636,138036173002933,138036173003011,13836173002426,134733123008985,138036173002636,138036173002933,138036173003011,13836173002426,134733123008985,138036173002636,138036173002933,138036173003011,13836173002426|470,800,470,800,470,800,470,800|2013-07-03,2013-07-02,2013-07-25,2013-07-30,2013-06-18,2013-07-03,2013-07-02,2013-07-25,2013-07-30,2013-06-18,2013-07-03,2013-07-02,2013-07-25,2013-07-30,2013-06-18,2013-07-03,2013-07-02,2013-07-25,2013-07-30,2013-06-18|
P|000014|900000117467|INT ECO WEDGE MILLI-Q INT _ELIX 2010|||||0.00|||||||F3KA86001/F3CA43572/F3AA24441/F3HA98525/F3DA66358/F3HA03189/C3JA77974/F3CA69855/F3KA85863/F3HA06193/FR0247310/F170713A/CP2SA4483/FS13A0007/FS13E0006/FS13E0005/F120713C/F120713D/CP3DAPRY1/1229|||1.000|PC|FREE OF CHARGE|0.00|0.00|||||INT ECO WEDGE MILLI-Q INT _ELIX 2010||||||||
P|000015|900000042534|ELIX ADVANTAGE 5|||||0.00|||||||F3HA06193|00000000|1|1.000|PC|FREE OF CHARGE|0.00|0.00|||||ELIX ADVANTAGE 5|||||138036173003954,138036173003954,138036173003954,138036173003954,138036173003954|800,800,800,800,800|2013-10-15,2013-10-15,2013-10-15,2013-10-15,2013-10-15|
P|000016|900000026332|PROGARD TS2|||||4704.00|||||||F3KA85863|99991231|2|2.000|PC|9408.00|1505.28|10913.28|||||PROGARD TS2|||||134733123013889,134733123013889,134733123013889,134733123013889,134733123013889|470,470,470,470,470|2013-10-12,2013-10-12,2013-10-12,2013-10-12,2013-10-12|
P|000017|900000026334|E-POD REMOTE DISPENSER|||||17271.00|||||||F3CA69855|00000000|1|1.000|PC|17271.00|2763.36|20034.36|||||E-POD REMOTE DISPENSER|||||138036173002794,138036173002794,138036173002794,138036173002794,138036173002794|800,800,800,800,800|2013-07-18,2013-07-18,2013-07-18,2013-07-18,2013-07-18|
P|000018|900000008938|MILLIPAK 40 0.22um NPT/HB|||||2075.00|||||||C3JA77974|20150731|1|1.000|PC|2075.00|332.00|2407.00|||||MILLIPAK 40 0.22um NPT/HB|||||138036173003453,138036173003567,138036173003634,138036173003453,138036173003567,138036173003634,138036173003453,138036173003567,138036173003634,138036173003453,138036173003567,138036173003634,138036173003453,138036173003567,138036173003634|800,800,800,800,800|2013-09-04,2013-09-11,2013-09-18,2013-09-04,2013-09-11,2013-09-18,2013-09-04,2013-09-11,2013-09-18,2013-09-04,2013-09-11,2013-09-18,2013-09-04,2013-09-11,2013-09-18|
P|000019|900000004956|60 LITER PE RESERVOIR|||||13319.23|||||||F3HA03189|00000000|1|1.000|PC|13319.23|2131.08|15450.31|||||60 LITER PE RESERVOIR|||||138036173003453,138036173003453,138036173003453,138036173003453,138036173003453|800,800,800,800,800|2013-09-04,2013-09-04,2013-09-04,2013-09-04,2013-09-04|
P|000020|900000060051|AUTOMATIC SANITIZATION MODULE KIT|||||9561.00|||||||F3DA66358|00000000|1|1.000|PC|9561.00|1529.76|11090.76|||||AUTOMATIC SANITIZATION MODULE KIT|||||138036173002794,138036173002794,138036173002794,138036173002794,138036173002794|800,800,800,800,800|2013-07-18,2013-07-18,2013-07-18,2013-07-18,2013-07-18|
P|000021|900000041143|PE TANK MILLIPAK FILTER|||||2254.00|||||||F3HA98525|99991231|2|2.000|PC|4508.00|721.28|5229.28|||||PE TANK MILLIPAK FILTER|||||138036173002794,138036173003453,138036173002794,138036173003453,138036173002794,138036173003453,138036173002794,138036173003453,138036173002794,138036173003453|800,800,800,800,800|2013-07-18,2013-09-04,2013-07-18,2013-09-04,2013-07-18,2013-09-04,2013-07-18,2013-09-04,2013-07-18,2013-09-04|
P|000022|900000035819|RO ACID CLEANER 12PK|||||2228.00|||||||F3AA24441|00000000|1|1.000|PC|2228.00|356.48|2584.48|||||RO ACID CLEANER 12PK|||||138036173000993,138036173000993,138036173000993,138036173000993,138036173000993|800,800,800,800,800|2013-03-13,2013-03-13,2013-03-13,2013-03-13,2013-03-13|
P|000023|900000002272|RO BASE CLEANER  12/PK|||||1781.00|||||||F3CA43572|00000000|1|1.000|PC|1781.00|284.96|2065.96|||||RO BASE CLEANER 12/PK|||||138036173002321,138036173002321,138036173002321,138036173002321,138036173002321|800,800,800,800,800|2013-06-11,2013-06-11,2013-06-11,2013-06-11,2013-06-11|
P|000024|900000002273|SANITIZATION TABLETS|||||893.00|||||||F3KA86001|00000000|1|1.000|PC|893.00|142.88|1035.88|||||SANITIZATION TABLETS|||||134733123013889,134733123013889,134733123013889,134733123013889,134733123013889|470,470,470,470,470|2013-10-12,2013-10-12,2013-10-12,2013-10-12,2013-10-12|
T|IVA|16%|ONE HUNDRED SIXTY THOUSAND EIGHT HUNDRED THIRTY-EIGHT PESOS 96/100|138654.28|22184.68|160838.96||DEBEMOS Y PAGAREMOS INCONDICIONALMENTE A Merck,S.A. de C.V., EN ESTA PLAZA O EN CUALQUIER OTRA QUE NOS REQUIERAN DE PAGO A ELECCIÓN DE LA BENEFICIARIA, LA CANTIDAD DE $       160838.96 EL DIA 22 DE December DE 2013. EN CASO DE MORA, SE CAUSARÁN INTERESES DEL 7% MENSUAL. NAUCALPAN DE JUÁREZ, MEX., A 23 DE October DE 2013|20151023|
T|IEPS|50%|ZERO PESOS 00/100|0.00|0.00||||00000000|
